GO:0000015	phosphopyruvate hydratase complex	C	GO:0005829 	 cytosol	GO:1902494 	 catalytic complex						
GO:0000223	"plasma membrane proton-transporting V-type ATPase, V1 domain"	C	GO:0033180 	" proton-transporting V-type ATPase, V1 domain"	GO:0098797 	 plasma membrane protein complex	GO:0005887 	 integral component of plasma membrane	GO:0033181 	 plasma membrane proton-transporting V-type ATPase complex		
GO:0000228	nuclear chromosome	C	GO:0031981 	 nuclear lumen	GO:0005694 	 chromosome						
GO:0000229	cytoplasmic chromosome	C	GO:0005694 	 chromosome	GO:0005737 	 cytoplasm						
GO:0000235	astral microtubule	C	GO:0005876 	 spindle microtubule	GO:0005881 	 cytoplasmic microtubule	GO:0005818 	 aster				
GO:0000242	pericentriolar material	C	GO:0005813 	 centrosome	GO:0110165 	 cellular anatomical entity						
GO:0000243	commitment complex	C	GO:0005684 	 U2-type spliceosomal complex								
GO:0000262	mitochondrial chromosome	C	GO:0042645 	 mitochondrial nucleoid	GO:0000229 	 cytoplasmic chromosome						
GO:0000274	"mitochondrial proton-transporting ATP synthase, stator stalk"	C	GO:0000276 	" mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)"	GO:0098800 	 inner mitochondrial membrane protein complex	GO:0045265 	" proton-transporting ATP synthase, stator stalk"				
GO:0000275	"mitochondrial proton-transporting ATP synthase complex, catalytic sector F(1)"	C	GO:0098800 	 inner mitochondrial membrane protein complex	GO:0005753 	 mitochondrial proton-transporting ATP synthase complex	GO:0045261 	" proton-transporting ATP synthase complex, catalytic core F(1)"				
GO:0000276	"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)"	C	GO:0098800 	 inner mitochondrial membrane protein complex	GO:0045263 	" proton-transporting ATP synthase complex, coupling factor F(o)"	GO:0005753 	 mitochondrial proton-transporting ATP synthase complex				
GO:0000306	extrinsic component of vacuolar membrane	C	GO:0005774 	 vacuolar membrane	GO:0031312 	 extrinsic component of organelle membrane						
GO:0000307	cyclin-dependent protein kinase holoenzyme complex	C	GO:1902554 	 serine/threonine protein kinase complex								
GO:0000308	cytoplasmic cyclin-dependent protein kinase holoenzyme complex	C	GO:0005737 	 cytoplasm	GO:0000307 	 cyclin-dependent protein kinase holoenzyme complex						
GO:0000311	plastid large ribosomal subunit	C	GO:0009547 	 plastid ribosome	GO:0000315 	 organellar large ribosomal subunit						
GO:0000312	plastid small ribosomal subunit	C	GO:0000314 	 organellar small ribosomal subunit	GO:0009547 	 plastid ribosome						
GO:0000313	organellar ribosome	C	GO:0005840 	 ribosome	GO:0043226 	 organelle						
GO:0000314	organellar small ribosomal subunit	C	GO:0000313 	 organellar ribosome	GO:0015935 	 small ribosomal subunit						
GO:0000315	organellar large ribosomal subunit	C	GO:0000313 	 organellar ribosome	GO:0015934 	 large ribosomal subunit						
GO:0000322	storage vacuole	C	GO:0005773 	 vacuole								
GO:0000323	lytic vacuole	C	GO:0005773 	 vacuole								
GO:0000324	fungal-type vacuole	C	GO:0000323 	 lytic vacuole	GO:0000322 	 storage vacuole						
GO:0000325	plant-type vacuole	C	GO:0005773 	 vacuole								
GO:0000326	protein storage vacuole	C	GO:0000325 	 plant-type vacuole	GO:0000322 	 storage vacuole						
GO:0000327	lytic vacuole within protein storage vacuole	C	GO:0000323 	 lytic vacuole	GO:0000326 	 protein storage vacuole						
GO:0000328	fungal-type vacuole lumen	C	GO:0000324 	 fungal-type vacuole	GO:0005775 	 vacuolar lumen						
GO:0000329	fungal-type vacuole membrane	C	GO:0098852 	 lytic vacuole membrane	GO:0000324 	 fungal-type vacuole						
GO:0000330	plant-type vacuole lumen	C	GO:0000325 	 plant-type vacuole	GO:0005775 	 vacuolar lumen						
GO:0000331	contractile vacuole	C	GO:0005773 	 vacuole	GO:0062159 	 contractile vacuole complex	GO:0031410 	 cytoplasmic vesicle				
GO:0000333	telomerase catalytic core complex	C	GO:0005697 	 telomerase holoenzyme complex	GO:0061695 	" transferase complex, transferring phosphorus-containing groups"						
GO:0000343	plastid-encoded plastid RNA polymerase complex A	C	GO:0000427 	 plastid-encoded plastid RNA polymerase complex								
GO:0000344	plastid-encoded plastid RNA polymerase complex B	C	GO:0000427 	 plastid-encoded plastid RNA polymerase complex								
GO:0000345	cytosolic DNA-directed RNA polymerase complex	C	GO:0000428 	 DNA-directed RNA polymerase complex	GO:0005829 	 cytosol						
GO:0000346	transcription export complex	C	GO:0140513 	 nuclear protein-containing complex								
GO:0000347	THO complex	C	GO:0140513 	 nuclear protein-containing complex								
GO:0000399	cellular bud neck septin structure	C	GO:0032153 	 cell division site	GO:0005935 	 cellular bud neck	GO:0110165 	 cellular anatomical entity				
GO:0000407	phagophore assembly site	C	GO:0005737 	 cytoplasm	GO:0110165 	 cellular anatomical entity						
GO:0000408	EKC/KEOPS complex	C	GO:0032991 	 protein-containing complex								
GO:0000417	HIR complex	C	GO:0032991 	 protein-containing complex								
GO:0000418	RNA polymerase IV complex	C	GO:0055029 	 nuclear DNA-directed RNA polymerase complex								
GO:0000419	RNA polymerase V complex	C	GO:0055029 	 nuclear DNA-directed RNA polymerase complex								
GO:0000421	autophagosome membrane	C	GO:0005774 	 vacuolar membrane	GO:0005776 	 autophagosome						
GO:0000427	plastid-encoded plastid RNA polymerase complex	C	GO:0000428 	 DNA-directed RNA polymerase complex	GO:0009536 	 plastid						
GO:0000428	DNA-directed RNA polymerase complex	C	GO:0030880 	 RNA polymerase complex								
GO:0000438	core TFIIH complex portion of holo TFIIH complex	C	GO:0005675 	 transcription factor TFIIH holo complex	GO:0000439 	 transcription factor TFIIH core complex						
GO:0000439	transcription factor TFIIH core complex	C	GO:0090575 	 RNA polymerase II transcription regulator complex								
GO:0000440	core TFIIH complex portion of NEF3 complex	C	GO:0000112 	 nucleotide-excision repair factor 3 complex	GO:0000439 	 transcription factor TFIIH core complex						
GO:0000444	MIS12/MIND type complex	C	GO:0032991 	 protein-containing complex	GO:0000776 	 kinetochore						
GO:0000445	THO complex part of transcription export complex	C	GO:0000347 	 THO complex	GO:0000346 	 transcription export complex						
GO:0000446	nucleoplasmic THO complex	C	GO:0000347 	 THO complex	GO:0008023 	 transcription elongation factor complex						
GO:0000500	RNA polymerase I upstream activating factor complex	C	GO:0000120 	 RNA polymerase I transcription regulator complex								
GO:0000502	proteasome complex	C	GO:0140535 	 intracellular protein-containing complex	GO:1905369 	 endopeptidase complex						
GO:0000506	glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex	C	GO:0140534 	 endoplasmic reticulum protein-containing complex	GO:0005789 	 endoplasmic reticulum membrane	GO:0098796 	 membrane protein complex	GO:1990234 	 transferase complex		
GO:0000775	"chromosome, centromeric region"	C	GO:0098687 	 chromosomal region								
GO:0000776	kinetochore	C	GO:0000779 	" condensed chromosome, centromeric region"	GO:0099080 	 supramolecular complex	GO:0043232 	 intracellular non-membrane-bounded organelle				
GO:0000779	"condensed chromosome, centromeric region"	C	GO:0000775 	" chromosome, centromeric region"	GO:0000793 	 condensed chromosome						
GO:0000781	"chromosome, telomeric region"	C	GO:0098687 	 chromosomal region								
GO:0000782	telomere cap complex	C	GO:0032993 	 protein-DNA complex	GO:0140445 	" chromosome, telomeric repeat region"						
GO:0000783	nuclear telomere cap complex	C	GO:0140513 	 nuclear protein-containing complex	GO:0000782 	 telomere cap complex						
GO:0000785	chromatin	C	GO:0005694 	 chromosome	GO:0110165 	 cellular anatomical entity						
GO:0000786	nucleosome	C	GO:0032993 	 protein-DNA complex	GO:0044815 	 DNA packaging complex	GO:0000785 	 chromatin				
GO:0000791	euchromatin	C	GO:0000785 	 chromatin								
GO:0000792	heterochromatin	C	GO:0000785 	 chromatin								
GO:0000793	condensed chromosome	C	GO:0005694 	 chromosome								
GO:0000794	condensed nuclear chromosome	C	GO:0000793 	 condensed chromosome	GO:0000228 	 nuclear chromosome						
GO:0000795	synaptonemal complex	C	GO:0099086 	 synaptonemal structure								
GO:0000796	condensin complex	C	GO:0005694 	 chromosome	GO:0044815 	 DNA packaging complex						
GO:0000798	nuclear cohesin complex	C	GO:0000794 	 condensed nuclear chromosome	GO:0008278 	 cohesin complex	GO:0140513 	 nuclear protein-containing complex				
GO:0000800	lateral element	C	GO:0000795 	 synaptonemal complex	GO:0110165 	 cellular anatomical entity						
GO:0000801	central element	C	GO:0000795 	 synaptonemal complex	GO:0110165 	 cellular anatomical entity						
GO:0000802	transverse filament	C	GO:0000795 	 synaptonemal complex	GO:0110165 	 cellular anatomical entity						
GO:0000803	sex chromosome	C	GO:0005694 	 chromosome								
GO:0000804	W chromosome	C	GO:0000803 	 sex chromosome								
GO:0000805	X chromosome	C	GO:0000803 	 sex chromosome								
GO:0000806	Y chromosome	C	GO:0000803 	 sex chromosome								
GO:0000807	Z chromosome	C	GO:0000803 	 sex chromosome								
GO:0000808	origin recognition complex	C	GO:0005694 	 chromosome	GO:0032991 	 protein-containing complex						
GO:0000809	cytoplasmic origin of replication recognition complex	C	GO:0000229 	 cytoplasmic chromosome	GO:0000808 	 origin recognition complex						
GO:0000811	GINS complex	C	GO:0031261 	 DNA replication preinitiation complex	GO:0000228 	 nuclear chromosome						
GO:0000812	Swr1 complex	C	GO:0097346 	 INO80-type complex	GO:0000118 	 histone deacetylase complex	GO:0000228 	 nuclear chromosome				
GO:0000813	ESCRT I complex	C	GO:0010008 	 endosome membrane	GO:0098796 	 membrane protein complex	GO:0036452 	 ESCRT complex				
GO:0000814	ESCRT II complex	C	GO:0010008 	 endosome membrane	GO:0098796 	 membrane protein complex	GO:0036452 	 ESCRT complex				
GO:0000815	ESCRT III complex	C	GO:0010008 	 endosome membrane	GO:0098796 	 membrane protein complex	GO:0036452 	 ESCRT complex				
GO:0000817	COMA complex	C	GO:0000776 	 kinetochore	GO:0140513 	 nuclear protein-containing complex	GO:0000228 	 nuclear chromosome				
GO:0000818	nuclear MIS12/MIND complex	C	GO:0000444 	 MIS12/MIND type complex	GO:0140513 	 nuclear protein-containing complex						
GO:0000835	ER ubiquitin ligase complex	C	GO:0140534 	 endoplasmic reticulum protein-containing complex	GO:0000153 	 cytoplasmic ubiquitin ligase complex	GO:0098796 	 membrane protein complex	GO:0005789 	 endoplasmic reticulum membrane		
GO:0000836	Hrd1p ubiquitin ligase complex	C	GO:0000835 	 ER ubiquitin ligase complex								
GO:0000837	Doa10p ubiquitin ligase complex	C	GO:0000835 	 ER ubiquitin ligase complex								
GO:0000838	Hrd1p ubiquitin ligase ERAD-M complex	C	GO:0000836 	 Hrd1p ubiquitin ligase complex								
GO:0000839	Hrd1p ubiquitin ligase ERAD-L complex	C	GO:0000836 	 Hrd1p ubiquitin ligase complex								
GO:0000922	spindle pole	C	GO:0005819 	 spindle	GO:0110165 	 cellular anatomical entity						
GO:0000923	equatorial microtubule organizing center	C	GO:0005815 	 microtubule organizing center	GO:0032153 	 cell division site						
GO:0000930	gamma-tubulin complex	C	GO:0005815 	 microtubule organizing center	GO:0032991 	 protein-containing complex						
GO:0000931	gamma-tubulin large complex	C	GO:0000930 	 gamma-tubulin complex								
GO:0000932	P-body	C	GO:0036464 	 cytoplasmic ribonucleoprotein granule								
GO:0000933	adventitious septum	C	GO:0030428 	 cell septum								
GO:0000934	porous cell septum	C	GO:0030428 	 cell septum								
GO:0000935	division septum	C	GO:0030428 	 cell septum	GO:0032153 	 cell division site						
GO:0000936	primary cell septum	C	GO:0000935 	 division septum								
GO:0000937	dolipore septum	C	GO:0000934 	 porous cell septum								
GO:0000938	GARP complex	C	GO:0099023 	 vesicle tethering complex	GO:0005794 	 Golgi apparatus	GO:0031410 	 cytoplasmic vesicle				
GO:0000939	inner kinetochore	C	GO:0032991 	 protein-containing complex	GO:0000776 	 kinetochore						
GO:0000940	outer kinetochore	C	GO:0032991 	 protein-containing complex	GO:0000776 	 kinetochore						
GO:0000943	retrotransposon nucleocapsid	C	GO:0005634 	 nucleus	GO:0110165 	 cellular anatomical entity						
GO:0000974	Prp19 complex	C	GO:0032991 	 protein-containing complex								
GO:0001114	protein-DNA-RNA complex	C	GO:0032991 	 protein-containing complex								
GO:0001400	mating projection base	C	GO:0005937 	 mating projection	GO:0110165 	 cellular anatomical entity						
GO:0001401	SAM complex	C	GO:0005742 	 mitochondrial outer membrane translocase complex								
GO:0001405	"PAM complex, Tim23 associated import motor"	C	GO:0098800 	 inner mitochondrial membrane protein complex	GO:0005759 	 mitochondrial matrix	GO:0005744 	 TIM23 mitochondrial import inner membrane translocase complex				
GO:0001411	hyphal tip	C	GO:0030427 	 site of polarized growth	GO:0051286 	 cell tip						
GO:0001518	voltage-gated sodium channel complex	C	GO:0034706 	 sodium channel complex	GO:0098797 	 plasma membrane protein complex	GO:0005887 	 integral component of plasma membrane				
GO:0001520	outer dense fiber	C	GO:0036126 	 sperm flagellum	GO:0099513 	 polymeric cytoskeletal fiber						
GO:0001527	microfibril	C	GO:0031012 	 extracellular matrix	GO:0099512 	 supramolecular fiber						
GO:0001533	cornified envelope	C	GO:0005886 	 plasma membrane								
GO:0001534	radial spoke	C	GO:0032991 	 protein-containing complex	GO:0005930 	 axoneme						
GO:0001535	radial spoke head	C	GO:0001534 	 radial spoke	GO:0032991 	 protein-containing complex						
GO:0001536	radial spoke stalk	C	GO:0001534 	 radial spoke	GO:0032991 	 protein-containing complex						
GO:0001650	fibrillar center	C	GO:0110165 	 cellular anatomical entity	GO:0005730 	 nucleolus						
GO:0001651	dense fibrillar component	C	GO:0110165 	 cellular anatomical entity	GO:0005730 	 nucleolus						
GO:0001652	granular component	C	GO:0110165 	 cellular anatomical entity	GO:0005730 	 nucleolus						
GO:0001669	acrosomal vesicle	C	GO:0030141 	 secretory granule								
GO:0001673	male germ cell nucleus	C	GO:0043073 	 germ cell nucleus								
GO:0001674	female germ cell nucleus	C	GO:0043073 	 germ cell nucleus								
GO:0001725	stress fiber	C	GO:0042641 	 actomyosin	GO:0097517 	 contractile actin filament bundle						
GO:0001726	ruffle	C	GO:0120025 	 plasma membrane bounded cell projection	GO:0031252 	 cell leading edge						
GO:0001739	sex chromatin	C	GO:0000803 	 sex chromosome	GO:0000792 	 heterochromatin						
GO:0001740	Barr body	C	GO:0000805 	 X chromosome	GO:0000228 	 nuclear chromosome						
GO:0001741	XY body	C	GO:0000803 	 sex chromosome								
GO:0001750	photoreceptor outer segment	C	GO:0097733 	 photoreceptor cell cilium	GO:0110165 	 cellular anatomical entity						
GO:0001772	immunological synapse	C	GO:0005886 	 plasma membrane	GO:0110165 	 cellular anatomical entity						
GO:0001891	phagocytic cup	C	GO:0005886 	 plasma membrane	GO:0110165 	 cellular anatomical entity						
GO:0001917	photoreceptor inner segment	C	GO:0110165 	 cellular anatomical entity								
GO:0001931	uropod	C	GO:0031254 	 cell trailing edge	GO:0120025 	 plasma membrane bounded cell projection						
GO:0001939	female pronucleus	C	GO:0045120 	 pronucleus								
GO:0001940	male pronucleus	C	GO:0045120 	 pronucleus								
GO:0002079	inner acrosomal membrane	C	GO:0002080 	 acrosomal membrane	GO:0012506 	 vesicle membrane						
GO:0002080	acrosomal membrane	C	GO:0030667 	 secretory granule membrane	GO:0001669 	 acrosomal vesicle						
GO:0002081	outer acrosomal membrane	C	GO:0002080 	 acrosomal membrane	GO:0012506 	 vesicle membrane						
GO:0002095	caveolar macromolecular signaling complex	C	GO:0098797 	 plasma membrane protein complex	GO:0005901 	 caveola						
GO:0002096	polkadots	C	GO:0005737 	 cytoplasm	GO:0032991 	 protein-containing complex						
GO:0002102	podosome	C	GO:0015629 	 actin cytoskeleton	GO:0043232 	 intracellular non-membrane-bounded organelle						
GO:0002111	BRCA2-BRAF35 complex	C	GO:0140513 	 nuclear protein-containing complex								
GO:0002116	semaphorin receptor complex	C	GO:0043235 	 receptor complex								
GO:0002133	polycystin complex	C	GO:0032991 	 protein-containing complex								
GO:0002139	stereocilia coupling link	C	GO:0032421 	 stereocilium bundle	GO:0110165 	 cellular anatomical entity						
GO:0002140	stereocilia tip link	C	GO:0002139 	 stereocilia coupling link								
GO:0002141	stereocilia ankle link	C	GO:0002139 	 stereocilia coupling link								
GO:0002142	stereocilia ankle link complex	C	GO:0002141 	 stereocilia ankle link	GO:0032991 	 protein-containing complex						
GO:0002144	cytosolic tRNA wobble base thiouridylase complex	C	GO:0005829 	 cytosol	GO:0032991 	 protein-containing complex						
GO:0002167	VRK3/VHR/ERK complex	C	GO:0032991 	 protein-containing complex								
GO:0002169	"3-methylcrotonyl-CoA carboxylase complex, mitochondrial"	C	GO:0098798 	 mitochondrial protein-containing complex	GO:1905202 	 methylcrotonoyl-CoA carboxylase complex						
GO:0002177	manchette	C	GO:0015630 	 microtubule cytoskeleton	GO:0110165 	 cellular anatomical entity						
GO:0002178	palmitoyltransferase complex	C	GO:1990234 	 transferase complex								
GO:0002179	homodimeric serine palmitoyltransferase complex	C	GO:0017059 	 serine C-palmitoyltransferase complex								
GO:0002180	5-lipoxygenase complex	C	GO:0098796 	 membrane protein complex	GO:0031965 	 nuclear membrane	GO:1990204 	 oxidoreductase complex	GO:0140513 	 nuclear protein-containing complex		
GO:0002185	creatine kinase complex	C	GO:0061695 	" transferase complex, transferring phosphorus-containing groups"								
GO:0002186	cytosolic creatine kinase complex	C	GO:0005829 	 cytosol	GO:0002185 	 creatine kinase complex						
GO:0002187	mitochondrial creatine kinase complex	C	GO:0098798 	 mitochondrial protein-containing complex	GO:0002185 	 creatine kinase complex						
GO:0002189	ribose phosphate diphosphokinase complex	C	GO:0061695 	" transferase complex, transferring phosphorus-containing groups"								
GO:0002193	MAML1-RBP-Jkappa- ICN1 complex	C	GO:0032991 	 protein-containing complex								
GO:0002197	xanthine dehydrogenase complex	C	GO:1990204 	 oxidoreductase complex								
GO:0002199	zona pellucida receptor complex	C	GO:0032991 	 protein-containing complex								
GO:0002929	MECO complex	C	GO:0032991 	 protein-containing complex								
GO:0002944	cyclin K-CDK12 complex	C	GO:0000307 	 cyclin-dependent protein kinase holoenzyme complex								
GO:0002945	cyclin K-CDK13 complex	C	GO:0000307 	 cyclin-dependent protein kinase holoenzyme complex								
GO:0002947	tumor necrosis factor receptor superfamily complex	C	GO:0043235 	 receptor complex								
GO:0005575	cellular_component	C										
GO:0005576	extracellular region	C	GO:0110165 	 cellular anatomical entity								
GO:0005577	fibrinogen complex	C	GO:0005615 	 extracellular space	GO:0032991 	 protein-containing complex						
GO:0005579	membrane attack complex	C	GO:0046930 	 pore complex	GO:0098797 	 plasma membrane protein complex	GO:0005887 	 integral component of plasma membrane				
GO:0005581	collagen trimer	C	GO:0032991 	 protein-containing complex								
GO:0005582	collagen type XV trimer	C	GO:0098651 	 basement membrane collagen trimer								
GO:0005583	fibrillar collagen trimer	C	GO:0005581 	 collagen trimer	GO:0098643 	 banded collagen fibril						
GO:0005584	collagen type I trimer	C	GO:0005583 	 fibrillar collagen trimer								
GO:0005585	collagen type II trimer	C	GO:0005583 	 fibrillar collagen trimer								
GO:0005586	collagen type III trimer	C	GO:0005583 	 fibrillar collagen trimer								
GO:0005587	collagen type IV trimer	C	GO:0098642 	 network-forming collagen trimer	GO:0098651 	 basement membrane collagen trimer						
GO:0005588	collagen type V trimer	C	GO:0005583 	 fibrillar collagen trimer								
GO:0005589	collagen type VI trimer	C	GO:0098647 	 collagen beaded filament	GO:0005581 	 collagen trimer						
GO:0005590	collagen type VII trimer	C	GO:0030934 	 anchoring collagen complex	GO:0098652 	 collagen type VII anchoring fibril						
GO:0005591	collagen type VIII trimer	C	GO:0005598 	 short-chain collagen trimer	GO:0098651 	 basement membrane collagen trimer	GO:0030935 	 sheet-forming collagen trimer				
GO:0005592	collagen type XI trimer	C	GO:0005583 	 fibrillar collagen trimer								
GO:0005593	FACIT collagen trimer	C	GO:0005581 	 collagen trimer								
GO:0005594	collagen type IX trimer	C	GO:0005593 	 FACIT collagen trimer								
GO:0005595	collagen type XII trimer	C	GO:0030934 	 anchoring collagen complex	GO:0005593 	 FACIT collagen trimer						
GO:0005596	collagen type XIV trimer	C	GO:0030934 	 anchoring collagen complex	GO:0005593 	 FACIT collagen trimer						
GO:0005597	collagen type XVI trimer	C	GO:0005593 	 FACIT collagen trimer								
GO:0005598	short-chain collagen trimer	C	GO:0005581 	 collagen trimer								
GO:0005599	collagen type X trimer	C	GO:0005598 	 short-chain collagen trimer	GO:0030935 	 sheet-forming collagen trimer						
GO:0005600	collagen type XIII trimer	C	GO:0030936 	 transmembrane collagen trimer								
GO:0005601	classical-complement-pathway C3/C5 convertase complex	C	GO:0005615 	 extracellular space	GO:0032991 	 protein-containing complex						
GO:0005602	complement component C1 complex	C	GO:0005615 	 extracellular space	GO:0032991 	 protein-containing complex						
GO:0005604	basement membrane	C	GO:0062023 	 collagen-containing extracellular matrix								
GO:0005606	laminin-1 complex	C	GO:0043256 	 laminin complex								
GO:0005607	laminin-2 complex	C	GO:0043256 	 laminin complex								
GO:0005608	laminin-3 complex	C	GO:0043256 	 laminin complex								
GO:0005609	laminin-4 complex	C	GO:0043256 	 laminin complex								
GO:0005610	laminin-5 complex	C	GO:0043256 	 laminin complex								
GO:0005611	laminin-6 complex	C	GO:0043256 	 laminin complex								
GO:0005612	laminin-7 complex	C	GO:0043256 	 laminin complex								
GO:0005614	interstitial matrix	C	GO:0062023 	 collagen-containing extracellular matrix								
GO:0005615	extracellular space	C	GO:0110165 	 cellular anatomical entity	GO:0005576 	 extracellular region						
GO:0005616	larval serum protein complex	C	GO:0005615 	 extracellular space	GO:0032991 	 protein-containing complex						
GO:0005618	cell wall	C	GO:0030312 	 external encapsulating structure								
GO:0005619	ascospore wall	C	GO:0009277 	 fungal-type cell wall	GO:0031160 	 spore wall						
GO:0005621	cellular bud scar	C	GO:0009277 	 fungal-type cell wall	GO:0110165 	 cellular anatomical entity						
GO:0005622	intracellular anatomical structure	C	GO:0110165 	 cellular anatomical entity								
GO:0005628	prospore membrane	C	GO:0016020 	 membrane	GO:0042764 	 ascospore-type prospore						
GO:0005630	dityrosine layer of spore wall	C	GO:0005619 	 ascospore wall	GO:0110165 	 cellular anatomical entity						
GO:0005631	chitosan layer of spore wall	C	GO:0005619 	 ascospore wall	GO:0110165 	 cellular anatomical entity						
GO:0005632	inner layer of spore wall	C	GO:0005619 	 ascospore wall	GO:0110165 	 cellular anatomical entity						
GO:0005633	ascus lipid droplet	C	GO:0005811 	 lipid droplet								
GO:0005634	nucleus	C	GO:0043231 	 intracellular membrane-bounded organelle								
GO:0005635	nuclear envelope	C	GO:0031967 	 organelle envelope	GO:0005634 	 nucleus	GO:0012505 	 endomembrane system				
GO:0005637	nuclear inner membrane	C	GO:0031965 	 nuclear membrane	GO:0019866 	 organelle inner membrane						
GO:0005638	lamin filament	C	GO:0005882 	 intermediate filament	GO:0005652 	 nuclear lamina						
GO:0005639	integral component of nuclear inner membrane	C	GO:0031229 	 intrinsic component of nuclear inner membrane	GO:0031301 	 integral component of organelle membrane						
GO:0005640	nuclear outer membrane	C	GO:0042175 	 nuclear outer membrane-endoplasmic reticulum membrane network	GO:0031968 	 organelle outer membrane	GO:0031965 	 nuclear membrane				
GO:0005641	nuclear envelope lumen	C	GO:0005635 	 nuclear envelope	GO:0031970 	 organelle envelope lumen						
